,Token,Label
52737,0909003864,I-PHONE
52738,አድራሻ,O
52739,ቁጥር1,O
52740,ገርጂ,I-LOC
52741,ኢምፔሪያል,I-LOC
52742,ከሳሚ,O
52743,ህንፃ,I-LOC
52744,ጎን,O
52745,አልፎዝ,O
52746,ፕላዛ,I-LOC
52747,ግራውንድ,O
52748,ላይ,O
52749,እንደገቡ,O
52750,ያገኙናል,O
52751,ቁጥር2,O
52752,4ኪሎ,I-LOC
52753,ቅድስት,O
52754,ስላሴ,I-LOC
52755,ህንፃ,I-LOC
52756,ማለትም,O
52757,ከብልፅግና,O
52758,ዋናፅፈት,O
52759,ቤት,O
52760,ህንፃ,I-LOC
52761,በስተ,O
52762,ቀኝ,O
52763,ባለው,O
52764,አስፓልት,O
52765,20ሜትር,O
52766,ዝቅ,O
52767,እንዳሉ,O
52768,ሀበሻ,O
52769,ኮፊ,O
52770,የሚገኝበት,O
52771,ቀይ,O
52772,ሸክላ,O
52773,ህንፃ,I-LOC
52774,2ተኛ,O
52775,ፎቅ,I-LOC
52776,ላይ,O
52777,ያገኙናል,O
52778,ክቡራን,O
52779,ደምበኞቻችን,O
52780,ገርጂ,I-LOC
52781,አልፎዝ,O
52782,ፕላዛ,I-LOC
52783,ላይ,O
52784,እንዲሁም,O
52785,አራት,O
52786,ኪሎ,O
52787,ቅድስት,O
52788,ስላሴ,I-LOC
52789,ህንፃ,I-LOC
52790,ላይ,O
52791,ያሉት,O
52792,ብራንቾቻችን,O
52793,ላይ,O
52794,እቃ,O
52795,ለመግዛት,O
52796,ሲመጡ,O
52797,አስተማማኝ,O
52798,ሰፊ,O
52799,ፓርኪንግ,O
52800,ያለው,O
52801,ጊቢ,O
52802,ያላቸው,O
52803,ህንፃዎች,I-LOC
52804,መሆናቸውን,O
52805,በታላቅ,O
52806,ደስታ,O
52807,እናበስራለን,O
52808,የልጆችን,B-PRODUCT
52809,ቀልብ,I-PRODUCT
52810,የሚገዛ,I-PRODUCT
52811,በአዋቂ,I-PRODUCT
52812,ቶይሌት,I-PRODUCT
52813,ዲዛይን,I-PRODUCT
52814,የተሰራ,I-PRODUCT
52815,ውብ,I-PRODUCT
52816,ፖፖ,I-PRODUCT
52817,ምቹ,O
52818,የሆነ,O
52819,መነሳት,O
52820,የሚችል,O
52821,ስፖንጅ,O
52822,የሆነ,O
52823,መቀመጫ,O
52824,ያለው,O
52825,የሶፍት,O
52826,የዋይፕስ,O
52827,ማስቀመጫ,O
52828,ያለው,O
52829,3000,I-PRICE
52830,ብር,I-PRICE
52831,0909003864,I-PHONE
52832,0905707448,I-PHONE
52833,እቃ,O
52834,ለማዘዝ,O
52835,ከስር,O
52836,ያለውን,O
52837,ሊንኮች,O
52838,በመጫን,O
52839,ማዘዝ,O
52840,ትችላላቹ,O
52841,@sinasinaye,O
52842,@sinayalj2,O
52843,አድራሻ,O
52844,ቁጥር1,O
52845,ገርጂ,I-LOC
52846,ኢምፔሪያል,I-LOC
52847,ከሳሚ,O
52848,ህንፃ,I-LOC
52849,ጎን,O
52850,አልፎዝ,O
52851,ፕላዛ,I-LOC
52852,ግራውንድ,O
52853,ላይ,O
52854,እንደገቡ,O
52855,ያገኙናል,O
52856,ቁጥር2,O
52857,4ኪሎ,I-LOC
52858,ቅድስት,O
52859,ስላሴ,I-LOC
52860,ህንፃ,I-LOC
52861,ማለትም,O
52862,ከብልፅግና,O
52863,ዋናፅፈት,O
52864,ቤት,O
52865,ህንፃ,I-LOC
52866,በስተ,O
52867,ቀኝ,O
52868,ባለው,O
52869,አስፓልት,O
52870,20ሜትር,O
52871,ዝቅ,O
52872,እንዳሉ,O
52873,ሀበሻ,O
52874,ኮፊ,O
52875,የሚገኝበት,O
52876,ቀይ,O
52877,ሸክላ,O
52878,ህንፃ,I-LOC
52879,2ተኛ,O
52880,ፎቅ,I-LOC
52881,ላይ,O
52882,ያገኙናል,O
52883,ክቡራን,O
52884,ደምበኞቻችን,O
52885,ገርጂ,I-LOC
52886,አልፎዝ,O
52887,ፕላዛ,I-LOC
52888,ላይ,O
52889,እንዲሁም,O
52890,አራት,O
52891,ኪሎ,O
52892,ቅድስት,O
52893,ስላሴ,I-LOC
52894,ህንፃ,I-LOC
52895,ላይ,O
52896,ያሉት,O
52897,ብራንቾቻችን,O
52898,ላይ,O
52899,እቃ,O
52900,ለመግዛት,O
52901,ሲመጡ,O
52902,አስተማማኝ,O
52903,ሰፊ,O
52904,ፓርኪንግ,O
52905,ያለው,O
52906,ጊቢ,O
52907,ያላቸው,O
52908,ህንፃዎች,I-LOC
52909,መሆናቸውን,O
52910,በታላቅ,O
52911,ደስታ,O
52912,እናበስራለን,O
52913,baby,B-PRODUCT
52914,babi,I-PRODUCT
52915,የልጆችን,O
52916,ቀልብ,O
52917,የሚገዛ,O
52918,ውብ,O
52919,ፖፖ,O
52920,ምቹ,O
52921,የሆነ,O
52922,መነሳት,O
52923,የሚችል,O
52924,ስፖንጅ,O
52925,የሆነ,O
52926,መቀመጫ,O
52927,ያለው,O
52928,ውብ,O
52929,ፖፖ,O
52930,3000ብር,I-PRICE
52931,0905707448,I-PHONE
52932,0909003864,I-PHONE
52933,አድራሻ,O
52934,ቁጥር1,O
52935,ገርጂ,I-LOC
52936,ኢምፔሪያል,I-LOC
52937,ከሳሚ,O
52938,ህንፃ,I-LOC
52939,ጎን,O
52940,አልፎዝ,O
52941,ፕላዛ,I-LOC
52942,ግራውንድ,O
52943,ላይ,O
52944,እንደገቡ,O
52945,ያገኙናል,O
52946,ቁጥር2,O
52947,4ኪሎ,I-LOC
52948,ቅድስት,O
52949,ስላሴ,I-LOC
52950,ህንፃ,I-LOC
52951,ማለትም,O
52952,ከብልፅግና,O
52953,ዋናፅፈት,O
52954,ቤት,O
52955,ህንፃ,I-LOC
52956,በስተ,O
52957,ቀኝ,O
52958,ባለው,O
52959,አስፓልት,O
52960,20ሜትር,O
52961,ዝቅ,O
52962,እንዳሉ,O
52963,ሀበሻ,O
52964,ኮፊ,O
52965,የሚገኝበት,O
52966,ቀይ,O
52967,ሸክላ,O
52968,ህንፃ,I-LOC
52969,2ተኛ,O
52970,ፎቅ,I-LOC
52971,ላይ,O
52972,ያገኙናል,O
52973,ክቡራን,O
52974,ደምበኞቻችን,O
52975,ገርጂ,I-LOC
52976,አልፎዝ,O
52977,ፕላዛ,I-LOC
52978,ላይ,O
52979,እንዲሁም,O
52980,አራት,O
52981,ኪሎ,O
52982,ቅድስት,O
52983,ስላሴ,I-LOC
52984,ህንፃ,I-LOC
52985,ላይ,O
52986,ያሉት,O
52987,ብራንቾቻችን,O
52988,ላይ,O
52989,እቃ,O
52990,ለመግዛት,O
52991,ሲመጡ,O
52992,አስተማማኝ,O
52993,ሰፊ,O
52994,ፓርኪንግ,O
52995,ያለው,O
52996,ጊቢ,O
52997,ያላቸው,O
52998,ህንፃዎች,I-LOC
52999,መሆናቸውን,O
53000,በታላቅ,O
53001,ደስታ,O
53002,እናበስራለን,O
53003,Back,B-PRODUCT
53004,scrubber,I-PRODUCT
53005,500,I-PRICE
53006,birr,I-PRICE
53007,@sinayalj2,O
53008,አድራሻ,O
53009,ቁጥር1,O
53010,ገርጂ,I-LOC
53011,ኢምፔሪያል,I-LOC
53012,ከሳሚ,O
53013,ህንፃ,I-LOC
53014,ጎን,O
53015,አልፎዝ,O
53016,ፕላዛ,I-LOC
53017,ግራውንድ,O
53018,ላይ,O
53019,እንደገቡ,O
53020,ያገኙናል,O
53021,ቁጥር2,O
53022,4ኪሎ,I-LOC
53023,ቅድስት,O
53024,ስላሴ,I-LOC
53025,ህንፃ,I-LOC
53026,ማለትም,O
53027,ከብልፅግና,O
53028,ዋናፅፈት,O
53029,ቤት,O
53030,ህንፃ,I-LOC
53031,በስተ,O
53032,ቀኝ,O
53033,ባለው,O
53034,አስፓልት,O
53035,20ሜትር,O
53036,ዝቅ,O
53037,እንዳሉ,O
53038,ሀበሻ,O
53039,ኮፊ,O
53040,የሚገኝበት,O
53041,ቀይ,O
53042,ሸክላ,O
53043,ህንፃ,I-LOC
53044,2ተኛ,O
53045,ፎቅ,I-LOC
53046,ላይ,O
53047,ያገኙናል,O
53048,ክቡራን,O
53049,ደምበኞቻችን,O
53050,ገርጂ,I-LOC
53051,አልፎዝ,O
53052,ፕላዛ,I-LOC
53053,ላይ,O
53054,እንዲሁም,O
53055,አራት,O
53056,ኪሎ,O
53057,ቅድስት,O
53058,ስላሴ,I-LOC
53059,ህንፃ,I-LOC
53060,ላይ,O
53061,ያሉት,O
53062,ብራንቾቻችን,O
53063,ላይ,O
53064,እቃ,O
53065,ለመግዛት,O
53066,ሲመጡ,O
53067,አስተማማኝ,O
53068,ሰፊ,O
53069,ፓርኪንግ,O
53070,ያለው,O
53071,ጊቢ,O
53072,ያላቸው,O
53073,ህንፃዎች,I-LOC
53074,መሆናቸውን,O
53075,በታላቅ,O
53076,ደስታ,O
53077,እናበስራለን,O
53078,500,B-PRODUCT
53079,birr,I-PRODUCT
53080,0909003864,I-PHONE
53081,0905707448,I-PHONE
53082,እቃ,O
53083,ለማዘዝ,O
53084,ከስር,O
53085,ያለውን,O
53086,ሊንኮች,O
53087,በመጫን,O
53088,ማዘዝ,O
53089,ትችላላቹ,O
53090,@sinasinaye,O
53091,@sinayalj2,O
53092,አድራሻ,O
53093,ቁጥር1,O
53094,ገርጂ,I-LOC
53095,ኢምፔሪያል,I-LOC
53096,ከሳሚ,O
53097,ህንፃ,I-LOC
53098,ጎን,O
53099,አልፎዝ,O
53100,ፕላዛ,I-LOC
53101,ግራውንድ,O
53102,ላይ,O
53103,እንደገቡ,O
53104,ያገኙናል,O
53105,ቁጥር2,O
53106,4ኪሎ,I-LOC
53107,ቅድስት,O
53108,ስላሴ,I-LOC
53109,ህንፃ,I-LOC
53110,ማለትም,O
53111,ከብልፅግና,O
53112,ዋናፅፈት,O
53113,ቤት,O
53114,ህንፃ,I-LOC
53115,በስተ,O
53116,ቀኝ,O
53117,ባለው,O
53118,አስፓልት,O
53119,20ሜትር,O
53120,ዝቅ,O
53121,እንዳሉ,O
53122,ሀበሻ,O
53123,ኮፊ,O
53124,የሚገኝበት,O
53125,ቀይ,O
53126,ሸክላ,O
53127,ህንፃ,I-LOC
53128,2ተኛ,O
53129,ፎቅ,I-LOC
53130,ላይ,O
53131,ያገኙናል,O
53132,ክቡራን,O
53133,ደምበኞቻችን,O
53134,ገርጂ,I-LOC
53135,አልፎዝ,O
53136,ፕላዛ,I-LOC
53137,ላይ,O
53138,እንዲሁም,O
53139,አራት,O
53140,ኪሎ,O
53141,ቅድስት,O
53142,ስላሴ,I-LOC
53143,ህንፃ,I-LOC
53144,ላይ,O
53145,ያሉት,O
53146,ብራንቾቻችን,O
53147,ላይ,O
53148,እቃ,O
53149,ለመግዛት,O
53150,ሲመጡ,O
53151,አስተማማኝ,O
53152,ሰፊ,O
53153,ፓርኪንግ,O
53154,ያለው,O
53155,ጊቢ,O
53156,ያላቸው,O
53157,ህንፃዎች,I-LOC
53158,መሆናቸውን,O
53159,በታላቅ,O
53160,ደስታ,O
53161,እናበስራለን,O
53162,Hula,B-PRODUCT
53163,hoops,I-PRODUCT
53164,750,I-PRICE
53165,birr,I-PRICE
53166,@sinayalj2,O
53167,አድራሻ,O
53168,ቁጥር1,O
53169,ገርጂ,I-LOC
53170,ኢምፔሪያል,I-LOC
53171,ከሳሚ,O
53172,ህንፃ,I-LOC
53173,ጎን,O
53174,አልፎዝ,O
53175,ፕላዛ,I-LOC
53176,ግራውንድ,O
53177,ላይ,O
53178,እንደገቡ,O
53179,ያገኙናል,O
53180,ቁጥር2,O
53181,4ኪሎ,I-LOC
53182,ቅድስት,O
53183,ስላሴ,I-LOC
53184,ህንፃ,I-LOC
53185,ማለትም,O
53186,ከብልፅግና,O
53187,ዋናፅፈት,O
53188,ቤት,O
53189,ህንፃ,I-LOC
53190,በስተ,O
53191,ቀኝ,O
53192,ባለው,O
53193,አስፓልት,O
53194,20ሜትር,O
53195,ዝቅ,O
53196,እንዳሉ,O
53197,ሀበሻ,O
53198,ኮፊ,O
53199,የሚገኝበት,O
53200,ቀይ,O
53201,ሸክላ,O
53202,ህንፃ,I-LOC
53203,2ተኛ,O
53204,ፎቅ,I-LOC
53205,ላይ,O
53206,ያገኙናል,O
53207,ክቡራን,O
53208,ደምበኞቻችን,O
53209,ገርጂ,I-LOC
53210,አልፎዝ,O
53211,ፕላዛ,I-LOC
53212,ላይ,O
53213,እንዲሁም,O
53214,አራት,O
53215,ኪሎ,O
53216,ቅድስት,O
53217,ስላሴ,I-LOC
53218,ህንፃ,I-LOC
53219,ላይ,O
53220,ያሉት,O
53221,ብራንቾቻችን,O
53222,ላይ,O
53223,እቃ,O
53224,ለመግዛት,O
53225,ሲመጡ,O
53226,አስተማማኝ,O
53227,ሰፊ,O
53228,ፓርኪንግ,O
53229,ያለው,O
53230,ጊቢ,O
53231,ያላቸው,O
53232,ህንፃዎች,I-LOC
53233,መሆናቸውን,O
53234,በታላቅ,O
53235,ደስታ,O
53236,እናበስራለን,O
53237,ክቡራን,B-PRODUCT
53238,ደምበኞቻችን,I-PRODUCT
53239,ቁጥር3,I-PRODUCT
53240,ብራንቻችንን,I-PRODUCT
53241,ብስራተ,I-PRODUCT
53242,ገብርኤል,I-PRODUCT
53243,ላፍቶ,I-PRODUCT
53244,ሞል,I-PRODUCT
53245,መግቢያው,I-PRODUCT
53246,ፊት,I-PRODUCT
53247,ለፊት,I-PRODUCT
53248,የሚገኘው,I-PRODUCT
53249,የብስራተ,I-PRODUCT
53250,ገብርኤል,I-PRODUCT
53251,ቤተ,I-PRODUCT
53252,ክርስቲያን,I-PRODUCT
53253,ህንፃ,I-PRODUCT
53254,አንደኛ,I-PRODUCT
53255,ፎቅ,I-PRODUCT
53256,ላይ,I-PRODUCT
53257,በቅርብ,I-PRODUCT
53258,ቀን,I-PRODUCT
53259,የምንከፍት,I-PRODUCT
53260,መሆኑን,I-PRODUCT
53261,ስናበስር,I-PRODUCT
53262,በታላቅ,I-PRODUCT
53263,አክብሮት,I-PRODUCT
53264,ነው,I-PRODUCT
53265,Socks,B-PRODUCT
53266,with,I-PRODUCT
53267,head,I-PRODUCT
53268,band,I-PRODUCT
53269,320,I-PRICE
53270,birr,I-PRICE
53271,0909003864,I-PHONE
53272,0905707448,I-PHONE
53273,አድራሻ,O
53274,ቁጥር1,O
53275,ገርጂ,I-LOC
53276,ኢምፔሪያል,I-LOC
53277,ከሳሚ,O
53278,ህንፃ,I-LOC
53279,ጎን,O
53280,አልፎዝ,O
53281,ፕላዛ,I-LOC
53282,ግራውንድ,O
53283,ላይ,O
53284,እንደገቡ,O
53285,ያገኙናል,O
53286,ቁጥር2,O
53287,4ኪሎ,I-LOC
53288,ቅድስት,O
53289,ስላሴ,I-LOC
53290,ህንፃ,I-LOC
53291,ማለትም,O
53292,ከብልፅግና,O
53293,ዋናፅፈት,O
53294,ቤት,O
53295,ህንፃ,I-LOC
53296,በስተ,O
53297,ቀኝ,O
53298,ባለው,O
53299,አስፓልት,O
53300,20ሜትር,O
53301,ዝቅ,O
53302,እንዳሉ,O
53303,ሀበሻ,O
53304,ኮፊ,O
53305,የሚገኝበት,O
53306,ቀይ,O
53307,ሸክላ,O
53308,ህንፃ,I-LOC
53309,2ተኛ,O
53310,ፎቅ,I-LOC
53311,ላይ,O
53312,ያገኙናል,O
53313,ክቡራን,O
53314,ደምበኞቻችን,O
53315,ገርጂ,I-LOC
53316,አልፎዝ,O
53317,ፕላዛ,I-LOC
53318,ላይ,O
53319,እንዲሁም,O
53320,አራት,O
53321,ኪሎ,O
53322,ቅድስት,O
53323,ስላሴ,I-LOC
53324,ህንፃ,I-LOC
53325,ላይ,O
53326,ያሉት,O
53327,ብራንቾቻችን,O
53328,ላይ,O
53329,እቃ,O
53330,ለመግዛት,O
53331,ሲመጡ,O
53332,አስተማማኝ,O
53333,ሰፊ,O
53334,ፓርኪንግ,O
53335,ያለው,O
53336,ጊቢ,O
53337,ያላቸው,O
53338,ህንፃዎች,I-LOC
53339,መሆናቸውን,O
53340,በታላቅ,O
53341,ደስታ,O
53342,እናበስራለን,O
53343,baby,B-PRODUCT
53344,babi,I-PRODUCT
53345,የልጆችን,O
53346,ቀልብ,O
53347,የሚገዛ,O
53348,ውብ,O
53349,ፖፖ,O
53350,ምቹ,O
53351,የሆነ,O
53352,መነሳት,O
53353,የሚችል,O
53354,ስፖንጅ,O
53355,የሆነ,O
53356,መቀመጫ,O
53357,ያለው,O
53358,2700,I-PRICE
53359,ብር,I-PRICE
53360,0905707448,I-PHONE
53361,0909003864,I-PHONE
53362,አድራሻ,O
53363,ቁጥር1,O
53364,ገርጂ,I-LOC
53365,ኢምፔሪያል,I-LOC
53366,ከሳሚ,O
53367,ህንፃ,I-LOC
53368,ጎን,O
53369,አልፎዝ,O
53370,ፕላዛ,I-LOC
53371,ግራውንድ,O
53372,ላይ,O
53373,እንደገቡ,O
53374,ያገኙናል,O
53375,ቁጥር2,O
53376,4ኪሎ,I-LOC
53377,ቅድስት,O
53378,ስላሴ,I-LOC
53379,ህንፃ,I-LOC
53380,ማለትም,O
53381,ከብልፅግና,O
53382,ዋናፅፈት,O
53383,ቤት,O
53384,ህንፃ,I-LOC
53385,በስተ,O
53386,ቀኝ,O
53387,ባለው,O
53388,አስፓልት,O
53389,20ሜትር,O
53390,ዝቅ,O
53391,እንዳሉ,O
53392,ሀበሻ,O
53393,ኮፊ,O
53394,የሚገኝበት,O
53395,ቀይ,O
53396,ሸክላ,O
53397,ህንፃ,I-LOC
53398,2ተኛ,O
53399,ፎቅ,I-LOC
53400,ላይ,O
53401,ያገኙናል,O
53402,ክቡራን,O
53403,ደምበኞቻችን,O
53404,ገርጂ,I-LOC
53405,አልፎዝ,O
53406,ፕላዛ,I-LOC
53407,ላይ,O
53408,እንዲሁም,O
53409,አራት,O
53410,ኪሎ,O
53411,ቅድስት,O
53412,ስላሴ,I-LOC
53413,ህንፃ,I-LOC
53414,ላይ,O
53415,ያሉት,O
53416,ብራንቾቻችን,O
53417,ላይ,O
53418,እቃ,O
53419,ለመግዛት,O
53420,ሲመጡ,O
53421,አስተማማኝ,O
53422,ሰፊ,O
53423,ፓርኪንግ,O
53424,ያለው,O
53425,ጊቢ,O
53426,ያላቸው,O
53427,ህንፃዎች,I-LOC
53428,መሆናቸውን,O
53429,በታላቅ,O
53430,ደስታ,O
53431,እናበስራለን,O
53432,Original,B-PRODUCT
53433,WHAL,I-PRODUCT
53434,hair,I-PRODUCT
53435,clipper,I-PRODUCT
53436,8000,I-PRICE
53437,birr,I-PRICE
53438,0909003864,I-PHONE
53439,0905707448,I-PHONE
53440,እቃ,O
53441,ለማዘዝ,O
53442,ከስር,O
53443,ያለውን,O
53444,ሊንኮች,O
53445,በመጫን,O
53446,ማዘዝ,O
53447,ትችላላቹ,O
53448,@sinasinaye,O
53449,@sinayalj2,O
53450,አድራሻ,O
53451,ቁጥር1,O
53452,ገርጂ,I-LOC
53453,ኢምፔሪያል,I-LOC
53454,ከሳሚ,O
53455,ህንፃ,I-LOC
53456,ጎን,O
53457,አልፎዝ,O
53458,ፕላዛ,I-LOC
53459,ግራውንድ,O
53460,ላይ,O
53461,እንደገቡ,O
53462,ያገኙናል,O
53463,ቁጥር2,O
53464,4ኪሎ,I-LOC
53465,ቅድስት,O
53466,ስላሴ,I-LOC
53467,ህንፃ,I-LOC
53468,ማለትም,O
53469,ከብልፅግና,O
53470,ዋናፅፈት,O
53471,ቤት,O
53472,ህንፃ,I-LOC
53473,በስተ,O
53474,ቀኝ,O
53475,ባለው,O
53476,አስፓልት,O
53477,20ሜትር,O
53478,ዝቅ,O
53479,እንዳሉ,O
53480,ሀበሻ,O
53481,ኮፊ,O
53482,የሚገኝበት,O
53483,ቀይ,O
53484,ሸክላ,O
53485,ህንፃ,I-LOC
53486,2ተኛ,O
53487,ፎቅ,I-LOC
53488,ላይ,O
53489,ያገኙናል,O
53490,ክቡራን,O
53491,ደምበኞቻችን,O
53492,ገርጂ,I-LOC
53493,አልፎዝ,O
53494,ፕላዛ,I-LOC
53495,ላይ,O
53496,እንዲሁም,O
53497,አራት,O
53498,ኪሎ,O
53499,ቅድስት,O
53500,ስላሴ,I-LOC
53501,ህንፃ,I-LOC
53502,ላይ,O
53503,ያሉት,O
53504,ብራንቾቻችን,O
53505,ላይ,O
53506,እቃ,O
53507,ለመግዛት,O
53508,ሲመጡ,O
53509,አስተማማኝ,O
53510,ሰፊ,O
53511,ፓርኪንግ,O
53512,ያለው,O
53513,ጊቢ,O
53514,ያላቸው,O
53515,ህንፃዎች,I-LOC
53516,መሆናቸውን,O
53517,በታላቅ,O
53518,ደስታ,O
53519,እናበስራለን,O
53520,Aptamil,B-PRODUCT
53521,premium+,I-PRODUCT
53522,2500,I-PRICE
53523,birr,I-PRICE
53524,0909003864,I-PHONE
53525,0905707448,I-PHONE
53526,አድራሻ,O
53527,ቁጥር1,O
53528,ገርጂ,I-LOC
53529,ኢምፔሪያል,I-LOC
53530,ከሳሚ,O
53531,ህንፃ,I-LOC
53532,ጎን,O
53533,አልፎዝ,O
53534,ፕላዛ,I-LOC
53535,ግራውንድ,O
53536,ላይ,O
53537,እንደገቡ,O
53538,ያገኙናል,O
53539,ቁጥር2,O
53540,4ኪሎ,I-LOC
53541,ቅድስት,O
53542,ስላሴ,I-LOC
53543,ህንፃ,I-LOC
53544,ማለትም,O
53545,ከብልፅግና,O
53546,ዋናፅፈት,O
53547,ቤት,O
53548,ህንፃ,I-LOC
53549,በስተ,O
53550,ቀኝ,O
53551,ባለው,O
53552,አስፓልት,O
53553,20ሜትር,O
53554,ዝቅ,O
53555,እንዳሉ,O
53556,ሀበሻ,O
53557,ኮፊ,O
53558,የሚገኝበት,O
53559,ቀይ,O
53560,ሸክላ,O
53561,ህንፃ,I-LOC
53562,2ተኛ,O
53563,ፎቅ,I-LOC
53564,ላይ,O
53565,ያገኙናል,O
53566,ክቡራን,O
53567,ደምበኞቻችን,O
53568,ገርጂ,I-LOC
53569,አልፎዝ,O
53570,ፕላዛ,I-LOC
53571,ላይ,O
53572,እንዲሁም,O
53573,አራት,O
53574,ኪሎ,O
53575,ቅድስት,O
53576,ስላሴ,I-LOC
53577,ህንፃ,I-LOC
53578,ላይ,O
53579,ያሉት,O
53580,ብራንቾቻችን,O
53581,ላይ,O
53582,እቃ,O
53583,ለመግዛት,O
53584,ሲመጡ,O
53585,አስተማማኝ,O
53586,ሰፊ,O
53587,ፓርኪንግ,O
53588,ያለው,O
53589,ጊቢ,O
53590,ያላቸው,O
53591,ህንፃዎች,I-LOC
53592,መሆናቸውን,O
53593,በታላቅ,O
53594,ደስታ,O
53595,እናበስራለን,O
53596,COTTONBEBE,B-PRODUCT
53597,Silicone,I-PRODUCT
53598,Baby,I-PRODUCT
53599,Feeding,I-PRODUCT
53600,Set,I-PRODUCT
53601,of,I-PRODUCT
53602,"6,",I-PRODUCT
53603,Suction,I-PRODUCT
53604,Baby,I-PRODUCT
53605,Plates,I-PRODUCT
53606,and,I-PRODUCT
53607,Bowls,I-PRODUCT
53608,"Sets,",I-PRODUCT
53609,Baby,I-PRODUCT
53610,Led,I-PRODUCT
53611,Weaning,I-PRODUCT
53612,"Supplies,",I-PRODUCT
53613,Toddler,I-PRODUCT
53614,Fork,I-PRODUCT
53615,Spoon,I-PRODUCT
53616,"Utensils,",I-PRODUCT
53617,"Bibs,",I-PRODUCT
53618,"Cup,",I-PRODUCT
53619,Fresh,I-PRODUCT
53620,Pink,I-PRODUCT
53621,1850ብር,I-PRICE
53622,0905707448,I-PHONE
53623,0909003864,I-PHONE
53624,አድራሻ,O
53625,ቁጥር1,O
53626,ገርጂ,I-LOC
53627,ኢምፔሪያል,I-LOC
53628,ከሳሚ,O
53629,ህንፃ,I-LOC
53630,ጎን,O
53631,አልፎዝ,O
53632,ፕላዛ,I-LOC
53633,ግራውንድ,O
53634,ላይ,O
53635,እንደገቡ,O
53636,ያገኙናል,O
53637,ቁጥር2,O
53638,4ኪሎ,I-LOC
53639,ቅድስት,O
53640,ስላሴ,I-LOC
53641,ህንፃ,I-LOC
53642,ማለትም,O
53643,ከብልፅግና,O
53644,ዋናፅፈት,O
53645,ቤት,O
53646,ህንፃ,I-LOC
53647,በስተ,O
53648,ቀኝ,O
53649,ባለው,O
53650,አስፓልት,O
53651,20ሜትር,O
53652,ዝቅ,O
53653,እንዳሉ,O
53654,ሀበሻ,O
53655,ኮፊ,O
53656,የሚገኝበት,O
53657,ቀይ,O
53658,ሸክላ,O
53659,ህንፃ,I-LOC
53660,2ተኛ,O
53661,ፎቅ,I-LOC
53662,ላይ,O
53663,ያገኙናል,O
53664,ክቡራን,O
53665,ደምበኞቻችን,O
53666,ገርጂ,I-LOC
53667,አልፎዝ,O
53668,ፕላዛ,I-LOC
53669,ላይ,O
53670,እንዲሁም,O
53671,አራት,O
53672,ኪሎ,O
53673,ቅድስት,O
53674,ስላሴ,I-LOC
53675,ህንፃ,I-LOC
53676,ላይ,O
53677,ያሉት,O
53678,ብራንቾቻችን,O
53679,ላይ,O
53680,እቃ,O
53681,ለመግዛት,O
53682,ሲመጡ,O
53683,አስተማማኝ,O
53684,ሰፊ,O
53685,ፓርኪንግ,O
53686,ያለው,O
53687,ጊቢ,O
53688,ያላቸው,O
53689,ህንፃዎች,I-LOC
53690,መሆናቸውን,O
53691,በታላቅ,O
53692,ደስታ,O
53693,እናበስራለን,O
53694,baby,B-PRODUCT
53695,babi,I-PRODUCT
53696,የልጆችን,O
53697,ቀልብ,O
53698,የሚገዛ,O
53699,ውብ,O
53700,ፖፖ,O
53701,ምቹ,O
53702,የሆነ,O
53703,መነሳት,O
53704,የሚችል,O
53705,ስፖንጅ,O
53706,የሆነ,O
53707,መቀመጫ,O
53708,ያለው,O
53709,2900,I-PRICE
53710,ብር,I-PRICE
53711,0905707448,I-PHONE
53712,0909003864,I-PHONE
53713,አድራሻ,O
53714,ቁጥር1,O
53715,ገርጂ,I-LOC
53716,ኢምፔሪያል,I-LOC
53717,ከሳሚ,O
53718,ህንፃ,I-LOC
53719,ጎን,O
53720,አልፎዝ,O
53721,ፕላዛ,I-LOC
53722,ግራውንድ,O
53723,ላይ,O
53724,እንደገቡ,O
53725,ያገኙናል,O
53726,ቁጥር2,O
53727,4ኪሎ,I-LOC
53728,ቅድስት,O
53729,ስላሴ,I-LOC
53730,ህንፃ,I-LOC
53731,ማለትም,O
53732,ከብልፅግና,O
53733,ዋናፅፈት,O
53734,ቤት,O
53735,ህንፃ,I-LOC
53736,በስተ,O
53737,ቀኝ,O
53738,ባለው,O
53739,አስፓልት,O
53740,20ሜትር,O
53741,ዝቅ,O
53742,እንዳሉ,O
53743,ሀበሻ,O
53744,ኮፊ,O
53745,የሚገኝበት,O
53746,ቀይ,O
53747,ሸክላ,O
53748,ህንፃ,I-LOC
53749,2ተኛ,O
53750,ፎቅ,I-LOC
53751,ላይ,O
53752,ያገኙናል,O
53753,ክቡራን,O
53754,ደምበኞቻችን,O
53755,ገርጂ,I-LOC
53756,አልፎዝ,O
53757,ፕላዛ,I-LOC
53758,ላይ,O
53759,እንዲሁም,O
53760,አራት,O
53761,ኪሎ,O
53762,ቅድስት,O
53763,ስላሴ,I-LOC
53764,ህንፃ,I-LOC
53765,ላይ,O
53766,ያሉት,O
53767,ብራንቾቻችን,O
53768,ላይ,O
53769,እቃ,O
53770,ለመግዛት,O
53771,ሲመጡ,O
53772,አስተማማኝ,O
53773,ሰፊ,O
53774,ፓርኪንግ,O
53775,ያለው,O
53776,ጊቢ,O
53777,ያላቸው,O
53778,ህንፃዎች,I-LOC
53779,መሆናቸውን,O
53780,በታላቅ,O
53781,ደስታ,O
